user_id,age,gender,occupation,feedback_text,feedback_timestamp,menu_item,meal_time,previous_feedbacks,interaction_count
713,22,Male,Student,The staff was attentive and friendly.,2023-02-20 12:21:59,Uttapam,Morning,[0.5346272225257078],2
714,24,Male,Student,The meal was light and refreshing.,2023-06-05 07:00:08,Spring Rolls,Morning,"[-0.37753958430743073, -0.33256221902862815, -0.1334716214659908, 0.5644296068313741, -0.42261241270488803]",7
715,22,Male,Student,The presentation was appealing.,2023-07-08 03:44:39,Manchurian,Morning,"[-0.9115358903688664, 0.5241372551514549, 0.40237060169505856, -0.7848556059836542]",1
716,27,Male,Student,I didn’t like the texture of the meal.,2024-04-06 01:15:05,Vada,Morning,"[0.33151180096816346, 0.17732594335970697, -0.37673967382350315, 0.11644819030888387]",1
717,28,Female,Student,The meal was not enough salty.,2023-02-17 15:49:34,Masala Dosa,Evening,"[-0.5732905703384275, -0.39046721849968424, 0.7295577997779386, -0.10179903205123231]",5
718,25,Female,Student,I appreciated the variety of healthy options.,2024-06-02 07:05:15,Pasta,Afternoon,"[0.43187632617856697, -0.6531779214609099, 0.7446212580281018, -0.12327331111964779, -0.859186259465349]",8
719,24,Male,Student,I didn’t like the texture of the meal.,2024-06-08 15:14:06,Ice Cream,Afternoon,"[-0.7648793087356553, 0.4610953763586165, -0.3311304650606739, -0.998029543673763, 0.6026310809838247]",4
720,29,Male,Student,The meal was not enough dry for my liking.,2024-08-31 21:17:43,Mushroom Soup,Evening,"[-0.23608644803300582, 0.7149297469657425, -0.1844997859754105]",2
721,21,Female,Student,The portions were generous.,2023-08-18 04:08:22,Rasmalai,Afternoon,"[-0.41763908388550086, -0.0857308907489307, -0.07566068992403086, 0.7078840075699775, 0.5630598735077856]",9
722,27,Male,Student,The food was served at the right temperature.,2023-09-10 20:36:14,Chole Bhature,Morning,[-0.25339509243829106],5
723,20,Female,Student,I didn’t enjoy the temperature of the food.,2024-05-17 14:58:52,egg,Evening,"[0.7844337828371566, -0.1427239541809262, -0.4127808432936184, 0.1182574366059792]",2
724,27,Female,Student,The flavors were not what I expected.,2023-04-22 03:34:37,Samosa,Evening,"[0.41889788609574663, -0.2595737688661852, 0.15995483766414753]",6
725,23,Male,Student,The meal was missing a key ingredient.,2024-09-11 04:33:57,Spring Rolls,Morning,"[-0.0650566211628607, -0.16059840333638742, 0.5420679936076813, -0.5691855604762281, -0.3421367328285174]",3
726,22,Female,Student,I appreciated the variety of healthy options.,2023-01-26 12:59:43,Uttapam,Afternoon,"[-0.12405515534936384, 0.21759779581904182]",1
727,22,Male,Student,The meal had great depth of flavor.,2023-09-27 12:43:16,Pav Bhaji,Afternoon,"[0.19662823949687835, 0.40239498809152296, 0.906034784209361, 0.745071814380339, -0.09796439242026533]",2
728,26,Female,Student,The portions were generous.,2024-08-10 02:50:48,Fried Rice,Morning,"[-0.8184210364467757, -0.25136119138938495, 0.8466992446888146, -0.9025149493099351, 0.16706709637910677]",3
729,20,Male,Student,The quality of the ingredients was outstanding.,2023-12-27 18:33:28,bonda,Afternoon,"[-0.9544675488450118, 0.5554235195151984, -0.6567037712235737, -0.3500350331832838, 0.2933110670272834]",4
730,19,Male,Student,"The main dish was great, but the sides could improve.",2023-11-06 19:54:13,Roti,Afternoon,"[-0.3764462668354682, 0.3469110709918246, 0.46281478727450387]",5
731,21,Female,Student,The quality of the ingredients was outstanding.,2023-05-20 16:58:36,Spring Rolls,Afternoon,"[0.9388651004846835, 0.6671068553331805, 0.9530016130371324, -0.05074282527479124]",6
732,26,Female,Student,I would recommend this place for its service.,2024-07-06 20:46:40,egg,Afternoon,"[-0.5326861111527355, 0.6827043398822741, -0.1703013237284201, 0.6263566087056587]",8
733,20,Male,Student,"Amazing flavors, I loved the taste.",2024-06-01 18:53:10,Idli,Morning,"[0.9811263011879869, -0.5823944777335748, -0.9011521109615173, -0.24723302885021958]",9
734,23,Male,Student,I didn’t enjoy the temperature of the food.,2023-01-12 21:33:52,Caesar Salad,Morning,"[0.2732792318058539, 0.8480631574372897]",6
735,25,Female,Student,I didn’t like the texture of the meal.,2023-04-25 07:43:44,Roti,Evening,"[0.284723275386936, -0.7804970716393624]",6
736,20,Male,Student,The overall experience was satisfying.,2024-08-10 04:45:35,Manchurian,Afternoon,"[-0.47362579226772206, -0.7404727853044943, 0.36150687337753173, 0.7244877398931104, -0.1622771038009121]",3
737,19,Female,Student,The portions were just right.,2024-07-11 09:12:48,Paneer Butter Masala,Afternoon,"[-0.18090338492417257, 0.8933019137114437, 0.7284981529654846, 0.08503100520727602]",6
738,28,Female,Student,I didn’t like the texture of the meal.,2023-11-30 07:21:17,Rasmalai,Morning,"[0.14533898358486463, 0.07483953195716353]",4
739,20,Female,Student,I didn’t enjoy the temperature of the food.,2023-05-29 08:42:45,Fish Curry,Afternoon,[-0.4535157907340919],6
740,29,Female,Student,I found the meal to be very satisfying.,2023-07-04 13:56:30,Chole Bhature,Evening,"[0.16035607176240885, -0.8035657407443577, -0.09112933171227033, 0.7890141458940105]",9
741,22,Male,Student,The temperature of the food was perfect.,2023-08-07 20:30:18,Fried Rice,Morning,"[-0.6428239484445846, -0.26425713240406346, -0.8940718508983481, -0.9368241676054856]",5
742,24,Male,Student,The staff provided excellent service.,2024-04-16 09:21:07,Ice Cream,Evening,"[0.10666613289046012, -0.49110919466544, 0.798386731425647, -0.6193495446624344, -0.3409657652311162]",3
743,26,Female,Student,The flavors were not what I expected.,2023-02-07 21:14:17,Egg Curry,Evening,"[-0.2985608219724132, -0.33959413908950675, -0.559817599643119, 0.9048505422189406]",6
744,18,Female,Student,The meal was missing a key ingredient.,2023-10-10 18:38:23,uggani,Evening,"[-0.14466290851913066, -0.04253473515791795]",6
745,19,Female,Student,I would recommend this place for its service.,2024-09-16 15:51:42,Ice Cream,Morning,"[0.4649692856978018, -0.5813320002147091, -0.7478327545572057, -0.918827072296408, -0.6466034765828359]",5
746,18,Female,Student,The flavors were bold and exciting.,2024-02-29 02:11:54,Caesar Salad,Morning,"[-0.9161893649997068, 0.03797451067890334, 0.8828055015311629, 0.6473319746135062, 0.18944307681837413]",1
747,22,Female,Student,The staff was very polite and attentive.,2023-01-12 23:08:11,Chicken,Afternoon,[0.836923414203316],3
748,26,Male,Student,The portions were generous.,2023-06-19 00:02:54,Pav Bhaji,Evening,[-0.934131145670775],5
749,24,Female,Student,The meal exceeded my expectations.,2023-09-16 15:37:32,Pav Bhaji,Morning,"[-0.09618641957836704, -0.9620338590917659]",1
750,21,Female,Student,I would recommend this place for its service.,2023-06-10 22:05:39,Pasta,Afternoon,"[-0.9086465359191029, 0.18437435078405295, 0.23313518096550623]",7
751,25,Male,Student,"Amazing flavors, I loved the taste.",2024-08-15 07:16:07,Mutton Curry,Evening,[0.11255414985705126],6
752,25,Male,Student,I appreciated the variety of healthy options.,2023-02-19 14:22:34,Kofta Curry,Morning,[-0.48184986090133264],2
753,24,Female,Student,I think the meal could use more seasoning.,2024-06-26 00:45:29,Fried Rice,Evening,"[0.997913774255438, 0.5966025515899003, 0.018284574786217256]",7
754,26,Male,Student,I would recommend this place for its service.,2024-05-30 18:57:14,Pav Bhaji,Morning,"[-0.5696330165579064, -0.18802255341384377, -0.998706730137993, -0.052391920895559, -0.7097715443618653]",4
755,22,Male,Student,The temperature of the food was perfect.,2024-08-15 18:15:37,Fried Rice,Afternoon,"[-0.34186610889638125, -0.4408170478787812, -0.36225407416277133, 0.8761054566099857]",8
756,29,Female,Student,The food was a bit bland.,2023-11-22 02:30:40,Vada,Morning,"[-0.1926313040243861, 0.7973567302557851, -0.3848703794290582]",4
757,25,Female,Student,The overall quality of the meal was good.,2024-07-01 19:32:17,Roti,Evening,"[0.10895298780517115, -0.7284648911542988, -0.39193079396268793, 0.3350860854922153]",9
758,23,Female,Student,The meal was not enough dry for my liking.,2023-09-26 08:45:08,Veg Biryani,Morning,"[0.2399530611313081, -0.6464266125883917]",8
759,26,Female,Student,I really enjoyed the meal.,2023-05-01 03:32:10,Fish Curry,Afternoon,"[-0.5056084769247498, -0.6575127296619716]",6
760,19,Female,Student,The staff was very polite and attentive.,2023-01-06 14:06:14,Kofta Curry,Afternoon,[-0.8115600618259802],1
761,27,Male,Student,The food was served at the right temperature.,2023-08-26 11:16:54,Egg Curry,Morning,"[0.5533067950100163, -0.722600378090871, 0.10975088670211464, -0.025130526437711964, -0.7765973338141419]",1
762,20,Male,Student,I appreciated the variety of healthy options.,2024-04-07 07:40:40,Ice Cream,Afternoon,"[0.954662034587374, 0.6384539471326327]",2
763,23,Female,Student,The staff provided excellent service.,2024-03-10 03:08:54,Chicken,Afternoon,"[-0.7016027668424876, -0.9006086497545003, 0.4454348899077696]",5
764,24,Male,Student,The overall quality of the meal was good.,2023-02-18 17:24:00,Uttapam,Morning,"[-0.017405878192072066, 0.27143305280244845, 0.19633669326883307, 0.9068903708447884]",6
765,24,Male,Student,The flavors were bold and exciting.,2024-09-05 17:44:17,Caesar Salad,Afternoon,"[0.09069423241354202, 0.11165348141537401, 0.9161552643553939]",7
766,28,Female,Student,I didn’t enjoy the temperature of the food.,2024-08-30 10:55:44,Kofta Curry,Afternoon,"[0.5313126430650719, 0.2751635857560908, -0.5078742657082695, -0.6377158456637924, 0.44155275124820825]",4
767,23,Male,Student,The meal had great depth of flavor.,2024-07-30 07:18:49,egg,Afternoon,"[0.7328587878946415, -0.044714200696522655, 0.23585531591178976, 0.025079919775528037, -0.5095799509584149]",9
768,20,Female,Student,I appreciated the variety of healthy options.,2024-03-20 13:03:58,Fish Curry,Evening,[-0.0584681031769827],9
769,28,Male,Student,The flavors were bold and exciting.,2024-05-15 12:37:59,Kofta Curry,Morning,[-0.45967479902050545],1
770,26,Female,Student,The service was not enough slow.,2024-07-15 20:30:58,Paneer Butter Masala,Evening,"[-0.6535191701226382, 0.5061836821025247, -0.18112998329252084, -0.6500160290667123]",8
771,19,Male,Student,The staff provided excellent service.,2023-07-11 08:33:04,Fish Curry,Afternoon,[-0.5179784625141055],2
772,22,Female,Student,The overall quality was inconsistent.,2023-02-24 10:41:11,Chicken,Evening,"[-0.9385887811415417, 0.5387139529013631, -0.3349849403059233, -0.495530130917498]",8
773,18,Male,Student,The temperature could have been better.,2023-05-11 11:44:04,Fried Rice,Evening,"[-0.2505113441876816, 0.2142040304092152, -0.8096029084474128]",1
774,22,Female,Student,The overall dining experience was excellent.,2023-09-10 17:15:49,Pasta,Evening,"[-0.465268084044139, -0.09968037046673439, -0.9945568568821455]",3
775,29,Male,Student,The food tasted fresh and well-prepared.,2024-05-01 03:54:32,Chole Bhature,Evening,"[-0.7064111864486902, 0.5567634154574035]",3
776,25,Female,Student,The quality of the ingredients was outstanding.,2024-06-22 16:27:19,Samosa,Afternoon,"[0.07494221473178153, -0.7526518007431404, 0.1751929104316874]",9
777,18,Male,Student,The flavors were bold and exciting.,2023-02-28 05:31:51,Pasta,Morning,"[0.796772590968216, 0.30658209711955586, 0.11359303591354952]",4
778,23,Female,Student,I think the meal was a bit not enough oily.,2023-04-20 18:58:00,Uttapam,Afternoon,"[-0.031252705447956775, 0.11281904777293539, 0.012392083411238763]",5
779,19,Male,Student,The meal was not enough salty.,2023-07-06 02:22:50,Chole Bhature,Evening,"[-0.39643463789063094, -0.20940248647815762, -0.20931763096281553]",6
780,25,Female,Student,I would recommend this place for its service.,2024-08-20 14:47:17,Kofta Curry,Afternoon,"[-0.5580034335003696, -0.3147518555596138, 0.09947476223666274, 0.41978476087611893]",4
781,21,Male,Student,The service was not enough slow.,2023-08-08 15:05:31,Manchurian,Afternoon,"[-0.780826931706887, -0.08206433971501026]",6
782,22,Male,Student,I appreciated the variety of healthy options.,2024-08-20 14:55:30,Idli,Morning,"[-0.4698843136496911, -0.3349198080265938, 0.9941515531731753, -0.09977950702476557, -0.19053904155332457]",9
783,25,Male,Student,The food was lukewarm and soggy.,2023-08-20 03:30:52,Mutton Curry,Evening,"[-0.33761978083643296, -0.009962130287263227, -0.01009413990725716, -0.6582252553695771, -0.14275315679356693]",2
784,27,Female,Student,I appreciated the quick service.,2023-12-06 09:48:00,Chole Bhature,Evening,"[-0.523313797808058, -0.8002369913983167]",8
785,26,Female,Student,The service was not enough slow.,2023-05-12 22:18:32,Samosa,Evening,"[-0.8979337201411564, 0.9211885895537735, 0.7413714752528326]",3
786,27,Male,Student,I would recommend this place for its service.,2024-09-17 07:06:16,Idli,Evening,[0.5127845942075495],6
787,19,Male,Student,The quality of the food was impressive.,2024-06-07 10:21:42,Rasmalai,Evening,"[-0.22270334302570993, 0.38317785304647756, -0.8754224016046155, -0.16372064332589953]",9
788,22,Male,Student,The meal was light and refreshing.,2024-06-03 20:41:40,Idli,Evening,"[-0.0994462649525727, -0.5005190014536012, 0.7207682733330718]",7
789,18,Male,Student,I really enjoyed the meal.,2023-09-21 06:55:35,Roti,Evening,"[0.7115639785194703, -0.5772469237662607, -0.07783153276712307]",4
790,19,Female,Student,I appreciated the variety of healthy options.,2023-07-08 15:57:12,Masala Dosa,Afternoon,"[-0.8091672915471233, -0.8556268691542448]",8
791,27,Female,Student,The food quality was excellent!,2024-04-02 17:30:57,uggani,Evening,"[0.950841800538271, -0.5465285748913222, 0.25961518374540904]",3
792,27,Female,Student,The service was exceptional.,2024-07-16 02:46:26,Chole Bhature,Afternoon,"[0.1291332121798403, 0.6076454378414982, -0.15152979277759382, 0.8897323736818901, -0.2031422253282169]",6
793,18,Male,Student,The overall dining experience was excellent.,2024-03-21 15:01:35,Spring Rolls,Morning,"[-0.3898239831574697, 0.6109758330168562, 0.8579941225824574]",4
794,19,Female,Student,The overall quality was inconsistent.,2023-04-03 14:55:01,Spring Rolls,Morning,"[-0.2493710737547543, -0.6694429088676523, -0.06544293111848654, -0.05141566694597155, -0.3721768961636005]",5
795,18,Male,Student,The food quality was excellent!,2023-09-08 02:48:57,Paneer Butter Masala,Afternoon,"[-0.0047498797352800715, -0.8128579921321633, -0.5928859726796996, 0.715722616630037, -0.5750161975939208]",1
796,20,Female,Student,The food was lukewarm and soggy.,2024-08-14 17:17:39,Veg Biryani,Morning,"[0.8872442725287921, -0.4543290044663457]",5
797,27,Male,Student,I found the service to be lacking.,2024-07-18 21:37:45,Mixed Vegetable,Afternoon,"[0.6124992504874924, 0.7353615795432105, -0.37422544939049573, 0.9638493339223253, 0.043247048979507374]",1
798,19,Male,Student,The temperature of the food was perfect.,2023-08-17 04:17:06,egg,Afternoon,"[0.23319442917734934, 0.14876238249138485, -0.19745294767039234, 0.12682980841667213, -0.2965673754608773]",1
799,29,Female,Student,The meal was light and refreshing.,2023-09-11 04:00:59,Uttapam,Afternoon,[-0.19233425894398026],7
800,23,Female,Student,The overall experience was satisfying.,2024-06-27 01:19:52,Garlic Bread,Afternoon,"[0.3249697111583829, 0.8811098075757233, -0.8101942888383393, -0.7754046638447769, 0.5772207845343245]",9
801,19,Female,Student,"Amazing flavors, I loved the taste.",2023-10-22 06:56:50,Idli,Afternoon,"[0.2395703265717235, 0.3731915724079846, 0.3262827468907634]",5
802,27,Male,Student,I didn’t enjoy the temperature of the food.,2024-02-26 19:56:18,Mushroom Soup,Afternoon,"[-0.307581171952239, 0.6150112896145772]",3
803,27,Female,Student,The flavors didn’t work well together.,2023-05-18 09:49:11,Pav Bhaji,Afternoon,"[-0.03493429697381156, -0.12230258212576905]",2
804,18,Male,Student,The staff provided excellent service.,2023-04-04 08:16:38,Masala Dosa,Evening,"[-0.1569855170994907, 0.523118640945659, 0.592384899150739, 0.7424984886093888, -0.9234600988837423]",3
805,27,Female,Student,I didn’t enjoy the temperature of the food.,2024-05-21 21:20:23,Gulab Jamun,Evening,"[-0.2650783943078583, 0.21381049716796352]",3
806,24,Female,Student,The service was prompt and courteous.,2024-05-13 03:06:32,Mushroom Soup,Afternoon,"[0.7851949955586977, -0.6142390480997657]",3
807,21,Female,Student,I really enjoyed the meal.,2024-09-07 07:41:59,uggani,Evening,"[-0.7254596906424535, 0.45568613672756464]",3
808,23,Female,Student,The meal was light and refreshing.,2023-04-08 16:21:16,Gulab Jamun,Evening,[-0.5816670460111333],7
809,21,Female,Student,I appreciated the variety of healthy options.,2024-06-16 08:18:13,Samosa,Evening,"[0.004009696656783968, -0.495192951251457]",1
810,28,Male,Student,I would recommend this place for its service.,2024-07-04 17:08:11,Veg Curry,Evening,"[0.007622410528307366, -0.7360819224093043, 0.8921663860252067, -0.057333787505069456]",2
811,26,Female,Student,The overall experience was satisfying.,2024-07-14 03:08:20,Garlic Bread,Morning,"[0.9058064864275561, -0.4950902455885744, -0.7651754090712957, 0.7221241719652551, 0.6422020336272432]",4
812,26,Male,Student,The food was served at the right temperature.,2023-01-06 05:57:45,Ice Cream,Afternoon,"[-0.876510485074075, 0.9547835262303743]",1
813,26,Female,Student,The overall experience was satisfying.,2023-04-29 21:41:15,Fish Curry,Morning,"[-0.26849688494469826, -0.4224637270486309, 0.23390888067875482]",3
814,29,Male,Student,I didn’t like the texture of the meal.,2024-01-15 16:25:12,Fried Rice,Evening,"[-0.00032595894084885835, 0.14737441261390538, 0.7285785702941114, -0.012678143620360904, -0.7497469084330894]",3
815,23,Male,Student,The quality of the ingredients was outstanding.,2023-07-13 07:44:11,Kofta Curry,Morning,"[-0.36032523430998076, -0.4338319911205766, -0.4526485264971116]",3
816,28,Male,Student,The quality of the ingredients was outstanding.,2023-08-06 05:47:08,Mushroom Soup,Afternoon,[0.3303811333760034],7
817,21,Male,Student,The meal was missing a key ingredient.,2023-08-20 08:55:15,Paneer Tikka,Evening,"[-0.9304069364488454, -0.27320746705993604, -0.9148714323531153]",4
818,19,Female,Student,The presentation was appealing.,2023-11-13 05:44:06,uggani,Evening,[0.6379061243332249],4
819,21,Male,Student,The food quality was excellent!,2024-07-10 16:18:32,Pasta,Evening,"[0.9027523692916999, -0.03610256954762159, 0.6091630660991205, -0.0805628982736073]",7
820,20,Male,Student,I think the meal could use more seasoning.,2024-05-29 14:35:23,Gulab Jamun,Evening,"[-0.001979003968375581, 0.2523276524046776, -0.7929479905566525, -0.9627214643890292, 0.5214052508031437]",4
821,25,Female,Student,I would recommend this place for its service.,2023-03-13 16:13:28,Mushroom Soup,Morning,[-0.45980338402144394],6
822,29,Female,Student,The meal was not enough salty.,2023-08-14 10:24:19,Manchurian,Morning,[0.4098620548246683],8
823,18,Male,Student,I think the meal was a bit not enough oily.,2024-08-31 05:43:58,Egg Curry,Evening,"[-0.05166661049215859, -0.03146666767288053, -0.07554238848033745, -0.6154019090470293, -0.9536563155354738]",6
824,22,Female,Student,The meal was filling and satisfying.,2023-08-05 22:09:47,Veg Biryani,Morning,"[0.36717719324225784, -0.046690104058177306, 0.8903875076249497]",5
825,29,Male,Student,I found the meal to be very satisfying.,2023-12-13 21:48:00,Manchurian,Afternoon,"[0.9338964513379053, 0.31359734298951136, 0.9665363968747793, 0.050168643506804056]",2
826,29,Female,Student,The overall quality was inconsistent.,2024-04-21 10:01:10,Mixed Vegetable,Evening,"[-0.8528787102601938, -0.29699048455701904]",4
827,18,Female,Student,The quality of the ingredients was outstanding.,2024-07-27 13:27:36,Paneer Butter Masala,Morning,"[0.9962553931323892, -0.24640628014536659, 0.1396411450805366]",1
828,21,Female,Student,I didn’t like the texture of the meal.,2023-05-28 22:16:17,Caesar Salad,Morning,"[0.05890942104848618, 0.3368666483866576, 0.602392911826146]",1
829,28,Male,Student,The service was exceptional.,2023-01-01 19:20:45,Kofta Curry,Evening,"[-0.11197126154400094, -0.8487360941820041, 0.5133661746808698, -0.011319718640795617, 0.8101177643143513]",8
830,26,Female,Student,The presentation was appealing.,2023-07-04 18:13:33,Fried Rice,Morning,[-0.33084978641910445],4
831,22,Male,Student,I didn’t enjoy the temperature of the food.,2023-01-14 00:56:28,Chicken,Afternoon,"[0.9311297946806387, 0.03804685748402292]",6
832,20,Male,Student,I would recommend this place for its service.,2024-07-19 06:22:50,Ice Cream,Morning,"[-0.03641435088756695, -0.9859395429451248, -0.4741100986457476, -0.08845401790547136, 0.008315118481191153]",5
833,19,Male,Student,The overall quality was inconsistent.,2023-06-04 08:47:35,Egg Curry,Morning,"[0.7540812737255413, -0.9515877136833137]",3
834,26,Female,Student,The food was lukewarm and soggy.,2023-10-20 17:42:14,Spring Rolls,Morning,[0.9732365179845677],4
835,18,Male,Student,I didn’t enjoy the temperature of the food.,2023-01-17 02:46:06,Roti,Afternoon,[0.6234010599113571],1
836,19,Male,Student,The meal was not enough dry for my liking.,2024-07-17 13:30:19,Pasta,Evening,[-0.7679914048809409],3
837,24,Female,Student,I appreciated the variety of healthy options.,2024-04-30 07:20:38,uggani,Morning,"[0.9223194449099299, -0.1575830388391417]",2
838,23,Female,Student,The meal was not enough dry for my liking.,2024-04-01 17:47:11,Manchurian,Evening,"[0.3483883951677469, 0.053206188798980536, -0.25352250720217584]",3
839,29,Female,Student,I appreciated the variety of healthy options.,2023-01-11 05:58:13,Mushroom Soup,Evening,"[-0.1094642630931073, 0.01310917802151268, 0.8680947668911256, 0.1857667299502559]",8
840,19,Female,Student,The portions were generous.,2024-01-16 22:34:15,egg,Evening,"[0.48758999773118594, -0.15796115543860845, -0.6760110955100198, -0.43567220910475757, -0.690398379117569]",4
841,25,Female,Student,The overall experience was satisfying.,2023-05-15 18:17:33,Idli,Evening,[0.9880940430594807],7
842,18,Female,Student,The overall dining experience was excellent.,2024-03-23 13:43:28,Vada,Morning,"[-0.9682994370587394, -0.09132507229797482, -0.6812464513241481, 0.2831301111218627, -0.4845787004761637]",9
843,19,Male,Student,I loved the overall dining experience.,2023-02-25 07:51:25,Samosa,Morning,"[0.47401702256684364, -0.6209402852549946, -0.9627360795522559]",1
844,26,Male,Student,The meal was not enough dry for my liking.,2024-03-04 02:03:43,Chicken,Morning,"[-0.2513813371303546, 0.08265295783687598, 0.5651776577468677]",9
845,23,Male,Student,I think the meal could use more seasoning.,2023-12-03 19:06:38,Paneer Butter Masala,Evening,"[-0.3126544166504557, -0.929676434608923, 0.8230023532877371, -0.5939720239059889]",8
846,27,Male,Student,The meal was light and refreshing.,2023-04-02 13:27:07,Paneer Butter Masala,Afternoon,"[0.7227820797296451, -0.18547687554553582, -0.3347190602119583, 0.4397823447689906, 0.24323067967077927]",3
847,28,Female,Student,The overall quality was inconsistent.,2023-07-11 03:10:42,Gulab Jamun,Afternoon,"[0.2834102027963288, -0.31583812261641575, 0.38770399597678096, 0.24655461564157966, -0.907112068905787]",1
848,21,Male,Student,The quality of the ingredients was outstanding.,2023-02-23 17:25:37,Samosa,Morning,"[-0.08868093906179553, 0.3231357646959283, -0.9683379159224441]",2
849,27,Female,Student,I didn’t enjoy the temperature of the food.,2023-03-28 02:44:20,Egg Curry,Evening,[-0.5051525277228466],6
850,23,Male,Student,I think the meal could use more seasoning.,2024-09-01 22:17:22,Caesar Salad,Evening,[0.6075382048198057],6
851,24,Female,Student,I didn’t enjoy the quality.,2023-08-02 00:58:05,Vada,Morning,"[0.5090379792749671, 0.2772439427623412, 0.8930313975115647, -0.8348683328486057]",7
852,29,Female,Student,The overall quality was inconsistent.,2023-02-16 06:00:48,Veg Biryani,Afternoon,"[-0.25546036608739464, 0.785586645410898, -0.8317913346732129]",5
853,22,Male,Student,The staff provided excellent service.,2024-07-06 17:23:37,egg,Morning,"[-0.6122311612552263, -0.7286839713933819, 0.9633268794343091, 0.021987342830678047, -0.19303138095973615]",6
854,24,Male,Student,The meal was light and refreshing.,2023-03-24 05:54:56,Fried Rice,Evening,"[-0.8740181434230743, -0.11922298201916348, 0.4715948963010099]",1
855,26,Female,Student,I didn’t enjoy the temperature of the food.,2023-12-11 16:42:36,Mutton Curry,Evening,"[0.5457092199916702, 0.6017548013381206, -0.20019200833424833]",6
856,23,Male,Student,I think the meal could use more seasoning.,2024-02-22 05:46:58,Mushroom Soup,Afternoon,"[0.7365991733616142, 0.15230333015926845, 0.7398613578397317, 0.4229396032823678]",9
857,29,Female,Student,The overall quality was inconsistent.,2024-01-10 07:39:58,Spring Rolls,Evening,"[-0.7357104953218672, 0.16619100230742534, 0.952401636462415, -0.26291021378321755]",1
858,25,Male,Student,I didn’t enjoy the temperature of the food.,2023-10-19 02:48:33,Vada,Morning,"[0.5902452655738553, -0.6560586204911323]",4
859,29,Male,Student,I didn’t like the texture of the meal.,2023-10-11 04:58:40,Pav Bhaji,Morning,[-0.8388172234589164],9
860,19,Male,Student,The food was cold and undercooked.,2023-08-24 04:46:26,Paneer Butter Masala,Morning,"[-0.4368710250767638, 0.392601443977715, -0.3272070749075908, 0.936144850038817]",7
861,23,Male,Student,The quality of the ingredients was outstanding.,2023-08-28 01:25:50,Paneer Tikka,Morning,"[0.6966305870961491, -0.10816574324531936, -0.8288886952789327]",3
862,24,Female,Student,The portions were generous.,2023-02-08 14:16:16,Roti,Evening,"[0.4615180335667788, 0.9101791075355332, 0.7169624874535603, -0.15693408452903945, -0.3759662017656371]",6
863,22,Male,Student,The overall experience was satisfying.,2024-06-01 19:29:24,Egg Curry,Afternoon,"[-0.7345647210871831, 0.5456201033532331, 0.3820062972778373, -0.8441277663449189]",1
864,26,Female,Student,I appreciated the variety of healthy options.,2024-01-24 13:55:51,Veg Biryani,Morning,"[0.40297936740756923, -0.3780016485294271, 0.6867243826683727, 0.7055616787817858]",7
865,29,Female,Student,I found the meal to be very satisfying.,2023-09-19 23:25:56,Mixed Vegetable,Morning,"[-0.8862109815726047, 0.34715310774562047, 0.25171486809544463, -0.40541109906967776]",6
866,24,Male,Student,The staff provided excellent service.,2023-10-16 20:51:41,Caesar Salad,Evening,"[-0.3926032563098789, 0.9608572871215013]",1
867,25,Male,Student,The flavors were not what I expected.,2023-04-09 20:41:44,Samosa,Morning,[0.804615817177728],5
868,21,Male,Student,The service could be better.,2023-11-14 04:27:36,Mixed Vegetable,Afternoon,[0.7611797398562259],9
869,28,Male,Student,The preparation was well done.,2024-03-12 13:15:11,Fish Curry,Morning,"[-0.8812057988655884, 0.49339084875226247]",4
870,20,Male,Student,The dessert was delightful!,2024-08-07 23:57:07,Mushroom Soup,Afternoon,[0.28033147950558246],3
871,25,Male,Student,I loved the overall dining experience.,2024-07-13 12:28:18,Chicken Biryani,Evening,[0.6336140843048643],8
872,27,Male,Student,The food was lukewarm and soggy.,2023-07-02 23:55:02,Vada,Afternoon,[-0.489512970771107],8
873,25,Female,Student,The overall dining experience was excellent.,2023-05-17 09:02:17,Garlic Bread,Morning,"[-0.3543782984100201, -0.3952783000924598]",6
874,19,Female,Student,I didn’t enjoy the temperature of the food.,2023-11-09 12:29:38,egg,Evening,"[0.802865595372019, -0.42083250019186913]",8
875,21,Male,Student,The overall experience was satisfying.,2023-05-19 12:09:31,Mushroom Soup,Evening,"[-0.7312377456093009, 0.18719684165172867, 0.540761291359585, 0.6024962061595287]",5
876,18,Male,Student,The flavors were not what I expected.,2023-12-14 09:25:20,Paneer Butter Masala,Evening,"[0.3816589925803051, 0.4705366548350818, -0.028933367872001625]",5
877,28,Female,Student,I would recommend this place for its service.,2024-03-29 22:02:23,Chole Bhature,Afternoon,[-0.8533143726413093],1
878,20,Male,Student,The meal was missing a key ingredient.,2024-09-06 17:00:14,Pasta,Evening,[-0.44164428667551614],2
879,20,Male,Student,I loved the overall dining experience.,2024-01-01 12:07:02,Masala Dosa,Afternoon,"[-0.9482470987782128, 0.8248121855256008, 0.4541684202189129, 0.18257760261993194, -0.7175096229018978]",8
880,29,Male,Student,I appreciated the variety of healthy options.,2023-02-23 08:47:50,Masala Dosa,Afternoon,[-0.9240543757223474],1
881,20,Male,Student,The food tasted fresh and well-prepared.,2023-11-15 06:30:19,Mixed Vegetable,Afternoon,"[-0.2543322630664917, -0.21473565323912136, 0.40518917859714376, 0.566065116045499]",6
